Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,User Comments,CM Comments,Page URL,Download File,Unnamed: 18,Missing,Other,Latitude,Longitude,Wise,Soap_Corpse,Mention Perpatrator,"Scale, none, other",Passive vs Active,Missing
8330,News Article,Fort Myers News-Press,Fort+Myers,Florida,25-Nov-42,1,"Jews Charge Hitler Buying Corpses for Soap, Fertilizer",,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,"Article on Dr. Stephen S. Wise's November 24,1942 press conference in part on the confirmation by the State Department of the ""Nazi Plan to Kill All Jews.""

See discussion section of the following History Unfolded entry for more information about the article of the present submission:

 https://newspapers.ushmm.org/article/8328

 (Corpses Priced at 50 Marks, Nazis Use Them to Make Soap; The Whitewright Sun | November 26, 1942 | Texas; Archive Location: https://www.newspapers.com; Page: 1.)",,https://newspapers.ushmm.org/article/8330,https://www.newspapers.com/clip/21546855/,,[24],,26.640628,-81.8723084,0,1,1,2,1,
8329,News Article,The Daily Pantagraph/The Pantagraph,Bloomington,Illinois,25-Nov-42,1,Two Million Jews Slain by Hitlerites,"Bodies Being Processed Into Soap, Fertilizer",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,"See discussion section of the following History Unfolded submission for more information about this article:

https://newspapers.ushmm.org/article/8328

(Corpses Priced at 50 Marks, Nazis Use Them to Make Soap; The Whitewright Sun | November 26, 1942 | Texas; Archive Location: https://www.newspapers.com; Page: 1.)",,https://newspapers.ushmm.org/article/8329,https://newspapers.ushmm.org/manager/article/photo/14763/original,,[24],,40.4842027,-88.9936873,0,1,1,0,0,
2572,News Article,Arizona Republic,Phoenix,Arizona,25-Nov-42,1,Fiendish Hitler Plot To Slay All Jews Told,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,source: www.newspapers.com/image/117322298,,https://newspapers.ushmm.org/article/2572,https://newspapers.ushmm.org/manager/article/photo/13856/original,,[24],,33.4483771,-112.0740373,0,0,1,2,2,
8328,News Article,The Whitewright Sun,Whitewright,Texas,26-Nov-42,1,"Corpses Priced at 50 Marks, Nazis Use Them to Make Soap",,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,"A version of this article also appeared in the Dallas Morning News (https://newspapers.ushmm.org/article/2604).  Due to the present article's historical significance, the associated comments below are somewhat lengthy as this article contains much to annotate.

This article reports on information about atrocities against Jews in Europe by Nazi Germany told by sources to Dr. Stephen S. Wise, World Jewish Congress chairman and American Jewish Congress president, and confirmed ""as authentic by the"" State Department.  The article states that Dr. Wise had a ""press conference shortly after he had conferred with State Department officials.""

----------Research Into the Accuracy of Dr. Wise's Information----------

One piece of information communicated to Dr. Wise was that about 2,000,000/4,000,000 Jews in the parts of Europe occupied by the Nazis had been killed.  Another two pieces of information were that (A) in 1942 Hitler ordered the extermination of all of the Jews in Nazi-occupied Europe and (B) that the Nazis were processing the bodies of deceased civilians into ""such war-vital commodities as soap, fats, and fertilizer.""

In regards to the information of (A) above, Hitler authorized the extermination of the Jews in 1941 but the January 20, 1942 Wansee Conference was where the implementation of this plan was discussed [0], so Dr. Wise received reasonably accurate information about Hitler's orders to exterminate the Jews and their implementation.

As to the information of (B), processing of human corpses by Nazis into soap, fats, and fertilizer, the first (soap) seems to have only occurred on a small scale despite rumors to the contrary [1] while there are numerous reports of concentration camp crematorium ashes and/or bones being used for fertilizer, for example in Majdanek [2][5], Birkenau [3], Dachau [7], Neuengamme [5],  Janowska [6], Buchenwald [4][7], and to hide the evidence of crimes [8].

Accordingly, the information Dr. Wise received about the soap production from human corpses seems to be based on rumors circulating at the time and greatly exaggerated while the information on processing of bodies of civilians into fertilizer seems to have significant accuracy.

----------Nazi Reaction----------

The news reported in the present article was published in at least two New York Times articles on November 25, 1942 [10] and November 26, 1942 [11].  In [11] appears a statement that documents from the State Department contained affidavits attributed to ""reliable persons who knew"" of atrocities including producing soap (and also lubricants and fats) from Jewish corpses.

(As a research note, if it hasn't been already done, it would be interesting to find the State Department documents mentioned above to see what the sources of the different pieces of information were and if they add anything to the historical record.)

According to Wikipedia, the news contained in these New York Times reports reached Heinrich Himmler, Reich Leader of the SS and the ""key and senior Nazi official responsible for conceiving and overseeing implementation of the so-called Final Solution, the Nazi plan to murder the Jews of Europe."" [13]

In response to this news, Himmler on November 30, 1942 wrote a letter to Heinrich Muller, chief of the Gestapo and one of the planners and executors of the Holocaust, [14] which reportedly said in part,

""You have guaranteed me that at every site the corpses of these deceased Jews are either burned or buried, and that at no site anything else can happen with the corpses""

Elsewhere in the letter Himmler asks Muller to investigate if ""misuse"" of this policy had occurred, ""misuse"" that can be interpreted to possibly refer to Wise's allegations of soap, lubricant and fat making from Jewish corpses. [15]

This letter has been interpreted to support the notion that in order to enhance the secrecy of the murders of Jews in death camps there was no widespread and industrial production of soap, lubricants, and fats from Jewish corpses.

There is a reported discrepancy in this letter that should be addressed.  The letter refers to Wise's point of view as of September, 1942, a time before he had spoken publicly of these issues.  This discrepancy has been explained as either a mistake in the letter or due to an intelligence interception in September, 1942 of the information that was ultimately communicated to Dr. Wise.  The latter is a viable possibility because the Nazis had cracked a diplomatic code in Switzerland, the source of this information. [15]

----------References and Notes----------

[0] Wannsee Conference and the ""Final Solution;"" https://www.ushmm.org/wlc/en/article.php?ModuleId=10005477

[1] See the discussion in the following History Unfolded submission: https://newspapers.ushmm.org/article/8325

Ultimate Atrocity-Nazis Manufactured Soap From Bodies of Humans; The Pittsburgh Press | July 10, 1945 | Pennsylvania; Archive Location: https://www.newspapers.com; Page: 6.

Additionally, two items from the USHMM collections relevant to this issue are:

A) (Accession Number: 1994.55.6)https://collections.ushmm.org/search/catalog/irn8728
This first item is a bar of soap ""issued to Edmund Graf while imprisoned at Flossenburg.""  The description of this item goes on to state that ""he was told that it had been made from the 'remains of Jewish victims,' but this rumor was not true.""  Note that this soap is stamped ""RIF""

B) (Photograph #48966) https://collections.ushmm.org/search/catalog/pa1168095
This second item is a photo captioned, ""Jewish men in the Hallen displaced persons camp bury bars of soap believed to be made from human fat.""  The original caption written in Yiddish says, ""Bringing for burial the remains of our martyrs--several boxes of RIF soap -- (pure Jewish fat).""  Note that the bar of soap of A) is ""RIF"" soap also.

A Wikipedia article (https://en.wikipedia.org/wiki/Soap_made_from_human_corpses) explains the significance of the ""RIF"" stamp on German soap and starts by mentioning that in Germany during the War there was a fat shortage.  Briefly, this article explains that ""RIF"" means ""National Center for Industrial Fat Provisioning"" and not ""State Jewish Fat,"" the latter which would have the acronym ""RJF"" and could be confused with ""RIF"" due to fonts used at the time.  That ""RIF"" soap was made from Jewish fat was a rumor used to terrify Jews and others to coerce compliance with the Nazi regime [9] but generally accepted to be false.  Items A) and B) above provide examples of how this rumor was spread in concentration camps and its penetration and acceptance at the time.

C) A third item worth mentioning is ""Sam Waagenaar articles"" ( https://collections.ushmm.org/search/catalog/irn514209 ) Accession Number: 1993.A.0098, including one article about "" his experiences with what he believed to be a human soap factory.""  It would be interesting to see if this article refers to Dr. Spanners lab in Danzig, Poland or the soap production facility at the Jasenovac concentration camp or a third less well known facility where production of soap from human corpses may have occurred ([1] above for more information on Dr. Spanner and Jasenovac).

[2] GERMANS TELL OF ATROCITIES AT MAJDANEK; Lead Daily Call | August 30, 1944 | South Dakota; Archive Location: https://www.newspapers.com; Page: 1, Continued on Page 3.
https://newspapers.ushmm.org/article/8327
This article states that at Majdanek crematorium oven ashes were mixed with manure and used to fertilize cabbage patches.

[3] U.S. Verifies Nazi Murder Of Millions; Newspaper: Oakland Tribune; Publication Date: November 26, 1944; Page: A1, A15.
https://newspapers.ushmm.org/article/1154
This article states that at Birkenau crematorium oven ashes were used as fertilizer at the Hermense labor camp.

[4] Eyewitness of the War ""I Saw-"" GERMAN CREMATORIUM; Newspaper: The Minneapolis Morning Tribune; Publication Date: May 24, 1945; Page: 2.
https://newspapers.ushmm.org/article/8122
This article states that Buchenwald crematorium oven ashes were converted into fertilizer for the fields.

[5] Encyclopedia of Cremation; 1 Edition, December 28, 2005; Edited by Douglas J. Davies with Lewis H. Mates; Page 324.
This book states that at Neuengamme and Majdanek crematorium ashes were used as fertilizer for vegetable gardens.

[6] Photo:  https://www.ushmm.org/wlc/en/media_ph.php?ModuleId=0&MediaId=824
""Bone-crushing machine used to grind human bones in order to obtain fertilizer in the Janowska concentration camp. August 1944.""— US Holocaust Memorial Museum

[7] Nazi Atrocities Bared In Detail In Indictment; The St. Louis Star and Times; (St. Louis, Missouri); 18 Oct 1945, Thu  • Page 17.
https://www.newspapers.com/clip/9490150/the_st_louis_star_and_times/
States that at Buchenwald and Dachau ""human bones were crushed for fertilizer.""

[8] TEXT OF NAZI WAR CRIMES INDICTMENT; St. Louis Post-Dispatch; (St. Louis, Missouri); 18 Oct 1945; Thu  • Page 20.
https://www.newspapers.com/clip/9490311/st_louis_postdispatch/

[9] For a broader discussion of Nazis using information about the horrors of concentration camps, in the present case that one might be turned into soap if one were sent to such a camp, to strike fear into the general population and promote compliance with the Nazi regime see the discussion in the History Unfolded submission below: 

https://newspapers.ushmm.org/article/8170

Eyewitness of the War ""I Saw-"" THE BONE PILE; Newspaper: The Minneapolis Morning Tribune; Publication Date: June 14, 1945; Byline: Gideon Seymour - Page: 2.

[10] WISE GETS CONFIRMATIONS; Checks With State Department on Nazis' 'Extermination Campaign'; New York Times; Byline: AP; November 25, 1942; Page 10.
https://timesmachine.nytimes.com/timesmachine/1942/11/25/issue.html

[11]  SLAIN POLISH JEWS PUT AT A MILLION; One-third of Number in Whole Country Said to Have Been Put to Death by Nazis ABATTOIR FOR DEPORTEES Mass Electrocutions, Killing by Injection of Air Bubbles Described in Reports; New York Times;  BYLINE: Special Cable to THE NEW YORK TIMES; PUBLISH DATE: November 26, 1942; PAGE NUMBER 16.
https://timesmachine.nytimes.com/timesmachine/1942/11/26/issue.html

[12] See ""World War II"" section: https://en.wikipedia.org/wiki/Soap_made_from_human_corpses

Note that Himmler's letter is dated November 30, 1942 and not November 20,1942 as stated in the Wikipedia article.  See the record: ""Himmler to Müller, 30 Nov. 1942, United States National Archives, Record Group 242 (hereafter NA RG 242) Microfilm Series T-175/Roll 58/Frame 2521486"" & https://www.archives.gov/research/guide-fed-records/groups/242.html .  This citation for this letter's record reportedly comes from the article ""Secrecy and the Final Solution"" by Richard Breitman in New Perspectives on the Holocaust: A Guide for Teachers and Scholars, Rochelle L. Millen (ed.), p.70f.

[13] Heinrich Himmler:  https://www.ushmm.org/wlc/en/article.php?ModuleId=10007407

[14] https://en.wikipedia.org/wiki/Heinrich_M%C3%BCller_(Gestapo)

[15] See: ""Secrecy and the Final Solution"" by Richard Breitman in New Perspectives on the Holocaust: A Guide for Teachers and Scholars, Rochelle L. Millen (ed.). Page 70.",,https://newspapers.ushmm.org/article/8328,https://www.newspapers.com/clip/9462251//,,[24],,33.5128856,-96.3924833,0,1,1,2,2,
19376,News Article,The Farmville Enterprise,Farmville,North+Carolina,27-Nov-42,1,Nazis Slaughter Jewish Civilians,Dr. Wise Cites 'Extermination Campaign'; Says Corpses 'Processed',,Nazi Plan to Kill All Jews Confirmed,North Carolina Newspapers (https://www.digitalnc.org/collections/newspapers/),Published,Eric Schmalz,"Link to article: http://newspapers.digitalnc.org/lccn/sn93064750/1942-11-27/ed-1/seq-1/print/image_588x817_from_0,174_to_5105,7267/

Article originally found by George S.",,https://newspapers.ushmm.org/article/19376,https://newspapers.ushmm.org/manager/article/photo/15566/original,,[24],,35.5954381,-77.5852496,1,1,1,2,1,
9892,News Article,The Arkansas Gazette,Little+Rock,Arkansas,25-Nov-42,1,Declares Half of Jews In Europe Slain,,AP,Nazi Plan to Kill All Jews Confirmed,Library of Congress,Published,Lydia Igna,,"Thank you for this new article find, Lydia! -Eric",https://newspapers.ushmm.org/article/9892,https://www.newspapers.com/clip/25108262/,,[24],,34.7464809,-92.2895948,0,0,0,1,0,
10067,News Article,The State/The Columbia State,Columbia,South+Carolina,25-Nov-42,1,"Wise Says 2,000,000 Jews Have Been Slain in Europe",,AP,Nazi Plan to Kill All Jews Confirmed,Newsbank (http://infoweb.newsbank.com/),Published,Makayla Albany,This article is important because this is the weapon Hitler and his troops used to kill Jews.,"Hi Makayla. You are looking on the right page for the relevant article. The article you cited, ""Hitler's Secret Weapon Out; It's A Machinegun"" does not directly make reference to the Final Solution. However, there is another article on that page with the headline ""Wise Says 2,000,000 Jews Have Been Slain in Europe"". So I decided to change the headline to that and approve your article. Thank you for your valuable work! -Eric",https://newspapers.ushmm.org/article/10067,https://www.newspapers.com/clip/25108195/,,[99],,34.0007104,-81.0348144,1,0,0,0,0,
10201,News Article,The Atlanta Constitution,Atlanta,Georgia,25-Nov-42,20,2 Million Jews Reported Slain in Nazi Europe,Hitler Reclaiming Bodies in 'Extermination Campaign',AP,Nazi Plan to Kill All Jews Confirmed,Proquest.com,Published,Porter Markel,,,https://newspapers.ushmm.org/article/10201,https://www.newspapers.com/clip/25108097/,,[99],,33.7489954,-84.3879824,0,0,1,0,0,
12380,News Article,The Charlotte Observer,Charlotte,North+Carolina,25-Nov-42,3,Terrible Toil of Jews Seen,Dr. Stephen Wise Says Nazis In Extermination Campaign Have Killed 2 Million ,AP,Nazi Plan to Kill All Jews Confirmed,Newsbank (http://infoweb.newsbank.com/),Published,Rebecca Walker,,"""AP"" is the byline here, since the Charlotte Observer picked up the story from the Associated Press. Here is a post about how to find and record bylines: https://newspapers.ushmm.org/blog/2017/09/12/what-exactly-are-bylines/  You are the first person to upload this article, Rebecca. Great work! -Eric",https://newspapers.ushmm.org/article/12380,https://www.newspapers.com/clip/38981750/,,[99],,35.2270869,-80.8431267,1,0,0,2,2,
12429,News Article,The Providence Journal,Providence,Rhode+Island,25-Nov-42,1,Wise Claims Two Million Jews Killed By Germans,Rabbi Says Reports on Extermination Drive Have Been Confirmed by State Department; Poles in London Make Similar Charges ,AP,Nazi Plan to Kill All Jews Confirmed,Library of Congress,Published,David Laks,,"David,

Thanks for joining us to research these topics. This is a great find. Keep up the great work, and thanks again.

/David",https://newspapers.ushmm.org/article/12429,http://www.newspapers.com?product=newscomwc/image/85188319,,[99],,41.8239891,-71.4128343,1,0,1,0,0,
12550,News Article,San Antonio Express,San+Antonio,Texas,25-Nov-42,9,"Hitler Orders Jews Massacred In Areas He Holds, Rabbi Says ",,AP,Nazi Plan to Kill All Jews Confirmed,Newsbank (http://infoweb.newsbank.com/),Published,Olivia MacPhail,,"Thank you for your work, Olivia! -Eric",https://newspapers.ushmm.org/article/12550,https://newspapers.ushmm.org/manager/article/photo/17671/original,,[99],SPECIAL,29.4241219,-98.4936282,1,0,1,2,1,
14608,News Article,Harrisonburg Daily News-Record/Harrisonburg Daily News Record,Harrisonburg,Virginia,25-Nov-42,1,"Dr. Stephen Wise Has Reports 2,000,000 Jews Slain in Europe",,AP,Nazi Plan to Kill All Jews Confirmed,Alexander Mack Memorial Library (Bridgewater College),Published,Caitlyn Miller,"This article tells a local community about the horrific actions Nazis took against the Jews for probably one of the first times. At this point, it is clear that the Nazis plan to exterminate the Jews and now the American public is aware of this.","Sadly, Nazis had been persecuted Jews in controlled areas since they came to power in 1933 (and in some cases, even before then.) Great job completing the fields. This PDF with the multiple pages works very well for us. Keep up the excellent work, Caitlyn! -Eric",https://newspapers.ushmm.org/article/14608,https://newspapers.ushmm.org/manager/article/photo/20814/original,,[99],,38.4495688,-78.8689155,1,0,0,0,0,
14936,News Article,Grand Rapids Herald,Grand+Rapids+,Michigan,25-Nov-42,1,Reports Hitler Has Ordered All Jews Liquidated ,,AP,Nazi Plan to Kill All Jews Confirmed,Grand Rapids Public Library,Published,Austin Mazur,This article (bottom middle of the page) discussed how Hitler had killed 2 million of the total 4 million Jews that were in Nazi occupied Europe.,"Good job. We also have this submission from a different citizen historian. Perhaps you can check the pre-existing research from these newspapers and find a topic where students have not submitted anything, as there is relatively little from these newspapers uploaded to the database. -Eric",https://newspapers.ushmm.org/article/14936,https://newspapers.ushmm.org/manager/article/photo/23199/original,,[99],,42.9633599,-85.6680863,0,0,1,2,1,
19594,News Article,The Boston Post,Boston,Massachusetts,25-Nov-42,6,2 Million Jews Slain by Hitler,"Figures Confirmed by U.S., Declares Rabbi Wise",AP,Nazi Plan to Kill All Jews Confirmed,State Library of Massachusetts,Published,Abigail Collins,,"Abby, this is a great entry! I'm so excited that you were able to look at the Boston Post. Do you have a scan of the top of this page? I just need to verify the newspaper name and page number. You can email me the image if you have one. Once I have that, I will verify the data. Are you up for doing more research on this newspaper? I'm sorry it's taken me a while to get to reviewing your work. -Eric

[Eric approved the article on 10.11.18 after receiving an email from Abby.]",https://newspapers.ushmm.org/article/19594,https://www.newspapers.com/clip/61821123/,,[99],,42.3600825,-71.0588801,1,0,1,0,0,
22170,News Article,Michigan State News,East+Lansing,Michigan,25-Nov-42,3,Says Jews Slaughtered,,AP,Nazi Plan to Kill All Jews Confirmed,Michigan State University Libraries (https://lib.msu.edu/),Published,Margaret Lincoln,"Although other war-related headline news (e.g.,African Second Front Spreads All Over Tunisia) were included on this p. 3 of the Michigan State News (the newspaper serving MSU students), it was interesting to note the juxtaposition of other advertisements. For example, there is a ""Save Wires for War"" notice urging students not to telephone home on Thanksgiving Day unless urgent  because 'War loaded long distance lines cannot carry the usual flood of social calls this Thanksgiving.'","I noticed that bulletin announcement as well, and thought to myself, how many people today would limit their phone use for the collective good of the society? This is a good new find for us, Gigi. Thanks for sending it along! -Eric",https://newspapers.ushmm.org/article/22170,,,[99],,42.7369792,-84.4838654,0,0,0,2,0,
26675,News Article,The Richmond Times-Dispatch/The Times Dispatch,Richmond,Virginia,25-Nov-42,4,"Slaying of Jews Is Mounting, Leader Says",Half Said Killed In Nazi Europe,AP,Nazi Plan to Kill All Jews Confirmed,Library of Congress,Published,Taylor Horst,,"Great find for the database and possible use of the traveling exhibition, Taylor! -Eric",https://newspapers.ushmm.org/article/26675,,,[99],,37.5407246,-77.4360481,1,0,0,2,0,
27901,News Article,Seattle Post-Intelligencer,Seattle,Washington,25-Nov-42,2,Big Slaughter Of Jews Told,,AP,Nazi Plan to Kill All Jews Confirmed,University of Washington,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/27901,,,[99],,47.6062095,-122.3320708,0,0,0,2,2,
29693,News Article,The Baltimore Sun,Baltimore,Maryland,25-Nov-42,3,Jewish Extermination Drive Laid to Hitler By Dr. Wise,"Half of Estimated 4,000,000 in Nazi-Occupied Lands Already Slain, Says Rabbi",AP,Nazi Plan to Kill All Jews Confirmed,ProQuest Historical Newspapers (www.proquest.com),Published,Alison Yankou,https://search.proquest.com/hnpbaltimoresun/docview/542980840/fulltextPDF/8122F882D4C24166PQ/2?accountid=12164,,https://newspapers.ushmm.org/article/29693,,,[99],blurry,39.2903848,-76.6121893,1,0,1,2,0,
30087,News Article,The Daily Iowan,Iowa+City,Iowa,25-Nov-42,1,Reports Half of Jews in German-Occupied Europe Slain in 'Extermination Campaign',,AP,Nazi Plan to Kill All Jews Confirmed,The Daily Iowan Archives (http://dailyiowan.lib.uiowa.edu/index.php),Published,John Greenwood,"This is relevant because it is the from what I amassed, one of the first if not the first acknowledgement of ongoing Jewish extermination within Europe by the Nazis, and yet it is not the number one headline or doesn't receive even a half page of coverage.

Link to article: http://dailyiowan.lib.uiowa.edu/DI/1942/di1942-11-25.pdf","I like how you are thinking about the implications of article placement and prominence. I find it noteworthy that some newspapers I've reviewed so far printed this story on an interior page, and other newspapers appeared to not report on the story at all. Eventually, scholars and students using the larger History Unfolded dataset will be able to compare the nature of how a larger number of newspapers did or did not report on the topic. Great work as usual, John! -Eric

",https://newspapers.ushmm.org/article/30087,,,[99],,41.6611277,-91.5301683,0,0,0,1,0,
34505,News Article,The Rutland Daily Herald/The Rutland Herald,Rutland,Vermont,25-Nov-42,3,"Dr. Wise Says 2,000,000 Jews Slain in Hitler-Ruled Europe",,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,,"Hello Judith, thank you for these two ""gold standard"" articles! I approved your latest two submissions from the Rutland Herald. Looking forward to your next finds. –Nadia",https://newspapers.ushmm.org/article/34505,,,[99],,43.6106237,-72.9726065,1,0,0,0,0,
48584,News Article,The Birmingham Age-Herald,Birmingham,Alabama,25-Nov-42,2,Slaughter of Jews Reported,Dr. Stephen Wise Says Half Of Race Killed In Nazi Europe,AP,Nazi Plan to Kill All Jews Confirmed,Birmingham Public Library and Archives,Published,Emma Herr,,,https://newspapers.ushmm.org/article/48584,,,[99],,33.5185892,-86.8103567,1,0,0,2,0,
49228,News Article,Millville Daily Republican,Millville,New+Jersey,25-Nov-42,1,"2,000,000 Jews Slain",,AP,Nazi Plan to Kill All Jews Confirmed,New York Public Library,Published,Sandra Auerbach,,,https://newspapers.ushmm.org/article/49228,,,[99],,39.4020596,-75.0393438,0,0,0,0,0,
49229,News Article,The Morning Call/The Allentown Morning Call,Allentown,Pennsylvania,25-Nov-42,7,"Half of the Jews In Europe Slain, Dr. Wise Claims",World Jewish Congress Head Says Their Extermination Ordered by Hitler,AP,Nazi Plan to Kill All Jews Confirmed,New York Public Library,Published,Sandra Auerbach,,,https://newspapers.ushmm.org/article/49229,,,[99]d,,40.6022939,-75.4714098,1,0,0,1,0,
2,News Article,The Knoxville Journal,Knoxville,Tennessee,25-Nov-42,9,"Two Million Jews Slain by Nazis, Says Dr. Wise",,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/586887697/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,35.9606384,-83.9207392,1,0,1,0,0,
4,News Article,The News and Observer,Raleigh,North+Carolina,25-Nov-42,1,Nazis Slaughter Jewish Civilians,Dr. Wise Cites 'Extermination Campaign'; Says Corpses 'Processed',AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/651744728/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,35.7795897,-78.6381787,1,1,1,2,1,
5,News Article,The Post-Star,Glens+Falls,New+York,25-Nov-42,1,"Half of 4 Million Jews in Europe Slain by Nazis, Dr. Wise Charges",,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/477319703/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,43.3095164,-73.6440058,1,0,1,1,0,
6,News Article,The Bristol Herald Courier,Bristol,Tennessee,25-Nov-42,1,Nazis Have Slain Half of Jews in Occupied Europe,,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/585024258/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,36.5951059,-82.1887444,0,0,1,1,1,
7,News Article,The Morning Call,Paterson,New+Jersey,25-Nov-42,2,"Dr. Wise Avers 2,000,000 Jews Slain By Nazis",Says Corpses Processed Into Soap Fats and Fertilizer,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/553007105/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,40.9167654,-74.171811,1,1,1,0,0,
9,News Article,Fort Worth Star-Telegram,Fort+Worth,Texas,25-Nov-42,3,Mass Murder of Jews 'Bared',"Jewish Congress President Reveals 'Extermination' of 2,000,000 Nazis.",AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/639224331/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,32.7554883,-97.3307658,1,0,0,2,0,
10,News Article,The Tribune,Scranton,Pennsylvania,25-Nov-42,2,Wise Reports Hitler Orders All Jews Slain,Approximately Half Already Killed in Nazi-Occupied Lands,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/530114766/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,verbal shelling,41.408969,-75.6624122,1,0,1,2,1,
11,News Article,St. Joseph Gazette,St.+Joseph,Missouri,25-Nov-42,1,Half of Jews in Nazi Areas Exterminated,Dr. Stephen S. Wise Tells of Murder Campaign,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/560777283/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,39.7674578,-94.846681,1,0,1,1,0,
12,News Article,The Lexington Herald,Lexington,Kentucky,25-Nov-42,1,"Says 2,000,000 Jews Slain in Europe",,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/681495660/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,38.0405837,-84.5037164,0,0,0,0,0,
13,News Article,Intelligencer Journal,Lancaster,Pennsylvania,25-Nov-42,7,Reports 2 Million Jews Executed,"Dr. Wise Says Germans Are Waging ""Extermination Campaign"" In Occupied Europe",AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/557218902/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,40.0378755,-76.3055144,1,0,0,0,0,
14,News Article,The Missoulian,Missoula,Montana,25-Nov-42,1,"Report Half of European Jews ""Exterminated""",,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/349341338/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,46.8721284,-113.9940314,0,0,0,1,0,
15,News Article,St. Louis Globe-Democrat,St.+Louis,Missouri,25-Nov-42,1,Two Million Jews Slain in German Reign of Terror,,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/573407911/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,38.6270025,-90.1994042,0,0,1,0,0,
17,News Article,The Tampa Tribune,Tampa,Florida,25-Nov-42,1,"Half Europe's 4,000,000 Jews Reported Slain",Nazis Accused of Extermination Drive,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/328128830/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,27.950575,-82.4571776,0,0,0,1,0,
19,News Article,The Springfield News-Leader,Springfield,Missouri,25-Nov-42,14,Dr. Wise Claims Nazis Have Slain 2 Million Jews,World Jewish Leader Asserts State Department Has Confirmed Source of 'Extermination' Reports,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/672185807/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,37.2089572,-93.2922989,1,0,1,0,1,
20,News Article,Pittsburgh Post-Gazette,Pittsburgh,Pennsylvania,25-Nov-42,2,"2,000,000 Slain",,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/90068479/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,40.4406248,-79.9958864,0,0,0,0,0,
21,News Article,Chicago Tribune,Chicago,Illinois,25-Nov-42,4,"2 Million Jews Slain by Nazis, Dr. Wise Avers",Extermination of All in 1942 Held Hitler Aim,AP,Nazi Plan to Kill All Jews Confirmed,,,Joel Lee,,,,https://www.newspapers.com/image/371170765/?terms=chairman%20of%20the%20World%20Jewish%20Congress&match=1,,,,41.8781136,-87.6297982,1,0,1,0,0,
